name,price,shipping,free_returns,items_sold,status
New ListingHP EliteBook 850 G4 i5-7300U@2.60GHz 8GB 256GB SSD Windows10 Pro - Charger,12900,0,True,0,Pre-Owned · HP · 256 GB
"Dell Inspiron 13 7368, i5-6200U @2.3Ghz, 256GB SSD, 8GB Ram, W10P - A Condition",12499,1299,True,0,Pre-Owned · Dell · 256 GB
"Samsung Chromebook XE303C12 11.6in 16GB, Samsung Exynos 5 Dual-Core Laptop",2400,0,False,17,Pre-Owned · Samsung · 16 GB
Dell Chromebook 3180 11.6 Celeron N3060 1.6 GHz 4GB 16 GB eMMC Laptop HD Good,4899,0,True,0,Good - Refurbished · Dell · 16 GB
"HP Chromebook X360 11.6 Multi-Touch 2-in-1 32GB  4GB, Bluetooth, Webcam - Good",7499,0,True,0,Good - Refurbished · HP · 32 GB
"Lenovo ThinkPad P52s i7 8650U 1.9GHz 16GB 512GB NVMe  SSD 15.6"" nVidia P500",39900,0,True,0,Very Good - Refurbished · Lenovo · 512 GB
"Acer Chromebook C720-2103 11.6"" 16GB Intel Celeron, 1.40GHz, 2GB Notebook - Good",4899,0,True,0,Good - Refurbished · Acer · 2 GB
"*NEW* Microsoft Surface Pro 6 12.3"" 1.90GHz CORE i7 [8650U] 256B SSD 8GB W10PRO",50000,3747,True,295,Brand New · Microsoft · 256 GB
Microsoft Surface Laptop Go Touch Intel i5 8GB 128GB SSD Certified Refurbished,32900,0,True,0,Certified - Refurbished · Microsoft · 128 GB
New ListingDell Latitude E7470 14'' Laptop Intel Core i7-6600U 2.6GHz 16GB DDR4 No SSD,11999,0,False,0,Pre-Owned · Dell
"Dell Latitude 13.3"" Laptop Computer PC Windows 10 Notebook PC Intel 1.5GHz WiFi",11999,0,True,0,Good - Refurbished · Dell · 320 GB
"New ListingMSI GF63 15"" INTEL I7-9750H @ 2.60GHZ 16GB RAM 512GB SSD GTX 1650 TI WINDOWS 11",44999,0,True,,Pre-Owned · MSI · 16 GB
DELL LAPTOP LATiTUDE WINDOWS 10 CORE 2 DUO 4GB RAM WIN DVD WIFI PC HD COMPUTER,18500,0,True,0,Good - Refurbished · Dell · 250 GB
Pi-Top 2.0 Green Modular Chassis w/ Inventor's Kit No Raspberry Pi + SD Card,4000,1429,False,0,Open Box
Dell Latitude E6440 14” Intel Core i5 2.7GHz 8GBRAN-500GB Windows 11pro ✅,15500,0,False,0,Pre-Owned · Dell · 500 GB
"Lenovo ThinkPad T470 7th GEN 14"" Core i7-7600U 2.80GHz Webcam Backlit 16GB 512GB",29900,0,False,0,Pre-Owned · Lenovo · 512 GB
"Acer Aspire 5 - 15.6"" Touchscreen Laptop i5-1135G7 2.4GHz 8GB RAM 256GB SSD W10H",34999,0,True,0,Certified - Refurbished · Acer · 256 GB
New ListingLenovo ThinkPad Yoga 11e Chromebook 11.6 inch,6000,2000,False,,Pre-Owned · Lenovo · 16 GB
"ASUS - 16"" 2-in-1 Touchscreen Chromebook - Intel Core i3 - 8GB Memory - 128GB...",64900,0,False,80,Brand New · ASUS
"Dell Latitude Laptop 14.1"" Intel Core i5 - Webcam - up to 32GB RAM & 2TB SSD",1490046600,0,True,48,Pre-Owned
HP EliteBook Revolve 810 G3 Core i5 5300U 12GB RAM 256 GB SSD Windows 10 Home,13000,0,False,0,Pre-Owned · HP · 12 GB
"*GRADE C* Dell Latitude 7490 FHD 14"" i5 8350U 1.7GHz 128GB SSD 8GB RAM",13763,0,True,0,Pre-Owned · Dell · 128 GB
"Dell Latitude 7480 Laptop 14"" FHD Intel i5 6300U 2.40GHZ 8GB 128GB Windows 10",14999,0,True,0,Pre-Owned · Dell · 128 GB
HP Chromebook 11 G5 EE Celeron N3060 1.60GHz 4GB RAM 16GB SSD 11.6 Bad Condition,2999,0,True,,Pre-Owned · HP · 16 GB
New ListingHP ProBook 4540s i5-3230M 2.6GHz 4GB Webcam Laptop Notebook PC,5000,0,True,,Pre-Owned · HP · 4 GB
HP Chromebook 11 G5 EE Celeron N3060 1.60GHz 4GB RAM 16GB SSD 11.6 C Grade,3800,0,True,,Pre-Owned · HP · 16 GB
"Touch 2 in 1 Dell XPS P71G 13.3"" Core i7-7Y75 1.30GHz 16GB Ram 128GB SSD Win 10",25000,0,True,29,Pre-Owned · Dell · 128 GB
"New ListingDell Latitude 7490 14"" Intel i5-8350U 16GB DDR4 No COA HDD",12499,1211,False,0,Pre-Owned · Dell
"Hp Elitebook 840 G3 14"" QHD i7-6600U 8GB RAM 256GB SSD Windows 11 Pro Laptop✅",19900,0,False,0,Pre-Owned · HP · 256 GB
"Asus Chromebook C202 11.6"" Intel 1.6GHz 4GB RAM 16GB SSD WITH NO CHARGER",2200,0,True,,Pre-Owned · ASUS · 16 GB
"New ListingDell Latitude 5580 15.6 256GB SSD Intel Core i7-7820HQ,2.90 GHz,8GB NVIDIA 940MX",100,1800,False,,Pre-Owned · Dell · 256 GB
New ListingMicrosoft Surface Book - Intel Core i5 256GB (8GB RAM - 1GB dGPU),2600,2499,True,,Pre-Owned · Microsoft · 256 GB
"Dell Latitude 3120 Laptop  Intel  N5100 4GB, 128GB SSD  WebCam, Windows 11 PRO",13900,0,True,0,Certified - Refurbished · Dell · 128 GB
"Dell Chromebook 11 3180 11.6"" Intel 1.6GHz 4GB 16GB SSD Laptop",3700,0,True,,Pre-Owned · Dell
"Acer Aspire 5 - 17.3"" Laptop Intel Core i7-1165G7 2.8GHz 8GB Ram 512GB SSD W10H",47999,0,True,0,Certified - Refurbished · Acer · 512 GB
"Gateway GWTN156-7 15.6"" (256GB SSD, Intel Core i3-1115G4, 3GHz, 8GB RAM)...",11500,299,False,0,Pre-Owned · Gateway · 256 GB
New ListingLENOVO-X1 YOGA-GEN 2-CORE i7-7600U-2.80GHz-16384MB-512GB NVME SSD-SLOW BOOT UP,2495,3608,False,,Pre-Owned · Lenovo · 0 GB
"New ListingAsus ROG G75v 17"" Gaming Laptop Core i7 2.4GHz",194,2499,True,,Pre-Owned · ASUS · 500 GB
HP 6445B Laptop / AMD 2.2GHZ / 4GB RAM / 160GB / Windows 10 / Battery & Charger,10900,0,True,,Pre-Owned · HP · 160 GB
"Lenovo ThinkPad Laptop Computer T440p 14"" i5 ✅8GB Ram ✅128GB SSD ✅Windows 10 Pro",17900,0,True,,Pre-Owned · Lenovo · 128 GB
"Lenovo Ideapad 5 Pro Laptop, 16"" IPS 350 nits 120Hz, Ryzen 5 6600HS, RTX 3050",85999,0,True,0,Brand New · Lenovo · 512 GB
"New ListingDell XPS 13 9370 13.3"" i7-8550U 1.9GHz 8GB RAM 256GB SSD Win 10 Pro",37500,1700,False,,Pre-Owned · Dell · 16 GB
"ASUS - 14.0"" Laptop - Intel Celeron N4500 - 4GB Memory - 128GB eMMC - Star Black",,0,False,652,Brand New · ASUS
"Lenovo ThinkPad T470S 14.0"", i5 8GB RAM, 256GB SSD, Win10 (Read Desc)",16000,0,False,34,Pre-Owned · Lenovo · 256 GB
New ListingDell Precision 5520 Laptop i7.,24900,3500,False,,Pre-Owned · Dell · 512 GB
"New ListingDell Latitude E7470 Laptop - i7-6600U, 8GB RAM, 256GB SSD - Win 10 Pro",14999,0,True,,Pre-Owned · Dell · 256 GB
"Dell - Inspiron 3511 15.6"" Touch Laptop - Intel Core i5 - 8GB Memory - 256GB ...",59999,0,False,,Brand New · Dell
"Thinkpad T470 i7-7600U 14"" FHD 32GB DDR4  NEW 2TB Windows 11 Pro Laptop Notebook",38999,0,True,0,Excellent - Refurbished · Lenovo · 2 TB
"External Hard Drive 320GB 1TB Mac PC Xbox One, PS4, Portable Ultra-Fast USB3.0",18905980,0,True,,Brand New
"Lenovo IdeaPad 3 15ITL6 15.6"" 8GB 1TB Core i3-1115G4 3.0GHz Win10H Gray Laptop",27999,0,True,0,Certified - Refurbished · Lenovo · 1 TB
"Lenovo Chromebook 500 Touchscreen 1.1GHz, 4GB RAM, 32GB SSD - FLIP AROUND",5395,0,True,,Pre-Owned · Lenovo · 32 GB
"New ListingLenovo® Ideapad L340-15IRH Gaming Laptop, 15.6""",100,1991,False,,Pre-Owned · Lenovo · 500 GB
"Dell Latitude Laptop Computer 3150 11.6"" Celeron 4GB Ram 250GB Win 10 WiFi HDMI",9999,0,True,0,Good - Refurbished · Dell · 250 GB
"New ListingMSI GS65 Stealth 1668 15.6 inch (512GB, Intel Core i7 9th Gen., 2.60GHz,...",90000,0,False,,Open Box · MSI · 512 GB
New ListingDell Latitude E6420 Intel i5 2nd gen 2.6GHz 8GB Ram 120 SSD Windows 10,11000,0,False,,Pre-Owned · Dell · 120 GB
"Dell Precision 5530 UHD TOUCH 15.6"" 2.6GHz i7-8850H 16GB 512GB SSD Quadro P1000",44500,0,True,0,Pre-Owned · Dell · 512 GB
New ListingDELL LAPTOP,14999,1000,False,,Pre-Owned · Dell
"HP EliteBook 820 G3 12.5"" i7-6600U 2.6GHz 8GB RAM 128GB SSD Windows 11",11800,0,True,0,Pre-Owned · HP · 128 GB
"Dell Latitude 10.1"" Laptop Computer Netbook 2GB Ram 160GB Windows 10 PC",5999,0,True,0,Good - Refurbished · Dell · 160 GB
Shop on eBay,2000,,False,,Brand New
"Dell Latitude 10.1"" Laptop Computer Netbook 2GB Ram 160GB Windows 10 PC",5999,0,True,0,Good - Refurbished · Dell · 160 GB
 Panasonic Toughbook CF-31 i5 2.50GHz  GPS 16GB RAM | 1TB SSD • Win10 | 13 Touch,49800,0,True,115,Pre-Owned · Panasonic · 1 TB
"Linux Laptop - 11.6"" Dell p22 Intel Celeron 2.16GH 16GB SSD 4GB RAM",4999,0,True,,Pre-Owned
"MICROSOFT SURFACE LAPTOP 2 1769 13.5"" i5/i7 256GB/512GB SSD 8GB/16GB RAM WINS10",2249531946,1650,False,,Pre-Owned
New ListingDell Latitude E6420 Intel i5 2nd gen 2.6GHz 8GB Ram 120 SSD Windows 10,11000,0,False,,Pre-Owned · Dell · 120 GB
"HP Chromebook 11 G5 11.6"" Intel Celeron N3050 Dual-core Notebook",6399,799,True,,Brand New · HP · 16GB
New ListingDELL INSPIRON E1505 LAPTOP w/ CHARGING ADAPTER ~ WORKS NEEDS NEW HARD DRIVE,7999,1980,False,,Pre-Owned · Lenovo
Dell Latitude 3340 Laptop / Intel / 250GB HDD / 4GB / Webcam / Windows 7 C GRADE,8900,0,True,,Pre-Owned · Dell · 250 GB
"HP 14"" Laptop Fhd Ips 250 Nit, 1TB Hdd, AMD Ryzen 3, 3.50GHz Brand New",28499,0,True,0,Brand New · HP · 1 TB
"New ListingDELL LATITUDE 3580 15.6"" Intel Core i5-7300U 8GB RAM 500GB-SSD Win10Pro. *READ*",12000,2023,False,,Pre-Owned · Dell · 500 GB
New ListingDELL INSPIRON 7306 2-IN-1 | CORE I5-1135G7 2.4GHZ | 256GB SSD | 8GB RAM | NO OS,2999,0,True,,Pre-Owned · Dell · 256 GB
"New ListingDell Latitude 7490 14"" Intel i7-8650U 1.9GHz 16GB DDR4 No COA SSD",14499,1063,False,0,Pre-Owned · Dell
New ListingHP 2000 Winter Blue,180,2499,True,,Pre-Owned · HP · 320 GB
"Dell E5400 14"" Laptop Core 2 Duo - 2GB - 80GB - Windows 7 - TESTED COMPLETE",7495,0,True,,Pre-Owned · Dell · 80 GB
CHUWI 14.1'' Laptop Computer PC Windows 11 Home PC 2.8GHz 8GB 256GB HD WIFI,19999,0,True,0,Brand New
Dell D620 Laptop / 1.66ghz  / 2gb / Windows XP / WIFI / DVD / very fast! RS232,14500,0,True,,Pre-Owned · Dell · 2 GB
"Dell Latitude 7390 13.3"" i7-8650U 1.90GHz 16GB  512GB SSD Windows 10 Pro TOUCH",29999,0,True,0,Very Good - Refurbished · Dell · 512 GB
"Acer - Aspire 3 17.3"" HD+ Laptop 11th Gen Intel Core i3-1115G4 8GB Memo...",,0,False,441,Brand New · Acer
New Listingused cheap gaming laptop,5100,2925,False,,Pre-Owned · Dell · 480 GB
"Lenovo Yoga 11e 11"" Celeron 8GB 500GB Touchscreen Laptop Tablet Windows 10",9499,1008,False,,Pre-Owned · Lenovo · 500 GB
Dell Latitude 7490 LT Core i5-8350u 8GB 256GB SSD Win 10 Pro-Excellent,23999,0,True,0,Excellent - Refurbished · Dell · 256 GB
New ListingDell Latitude 5490 Intel Core i5-8250U 1.60GHz 8G Ram Laptop {}/,12495,1995,True,,Pre-Owned · Dell · 8 GB
New ListingDell Latitude 5410 i5-10310U 1.70GHz 16GB RAM 256GB SSD + ProSupport until 2025,10000,1500,False,,Pre-Owned · Dell · 256 GB
"Acer Aspire 5 - 14"" Laptop Intel Core i5-1135G7 2.4GHz 8GB RAM 256GB SSD W11H",33999,0,True,0,Certified - Refurbished · Acer · 256 GB
"New ListingHP EliteBook 745 (G2) Laptop AMD A10 PRO-7350B 2.1GHz 1TB HDD 8GB RAM 14""",9998,0,True,,Pre-Owned · HP · 1 TB
"New ListingCLEAN HP ProBook 450 G1 15.6"" i3-4000M 2.4GHz 6GB RAM 500GB HDD wCgr W10Pro READ",11999,0,True,,Pre-Owned · HP · 500 GB
"HP 17-cn1053cl 17.3"" FHD IPS Laptop Intel Core i5-1155G7 12GB 1TB Win 10 Home",36999,0,True,0,Certified - Refurbished · HP · 1 TB
"New ListingLenovo IdeaPad Flex 5 14IIL05 14"" 2-in-1 Laptop (i5-1035G1, 16G RAM, 512GB SSD)",46000,1000,False,,Open Box · Lenovo · 512 GB
"Dell Latitude E7250 Laptop 12.5"" Windows 10 Core i5 8GB Ram 512GB SSD WIFI HDMI",17999,0,True,0,Very Good - Refurbished · Dell · 512 GB
"HP Stream 14-cb172wm Laptop 14"" Intel Celeron Windows 11 - 64GB SSD - PINK !",15000,0,True,0,Pre-Owned · HP · 4 GB
"Dell Latitude E7450 14"" Intel i5 8 GB RAM 320 GB HDD WiFi HDMI USB Win 10 Laptop",12999,0,True,0,Good - Refurbished · Dell · 320 GB
"Lenovo Laptop ThinkPad T420 14.1"" Windows 10 i5 8GB RAM 500GB HDD DVD WIFI VGA",14999,0,True,0,Good - Refurbished · Lenovo · 500 GB
"Dell Latitude 7290 12.5"" HD,  i5-8350U, 256GB SSD, 16GB-Excellent",22900,0,True,0,Excellent - Refurbished · Dell · 256 GB
"Acer Predator Triton 300 SE - 14"" Intel i7-11375H 3.3GHz 16GB Ram 512GB SSD W10H",82999,0,True,0,Certified - Refurbished · Acer · 16 GB
Newest HP 14'' Laptop Intel Dual Core CPU 8GB RAM 128GB (64+64) (Black),17999,0,True,47,Open Box · HP · 64 GB
"Samsung Galaxy Book Pro 15"" FHD Intel i7-1165G7 4.7GHz 1TB SSD 16GB RAM Blue",59999,0,True,0,Excellent - Refurbished · Samsung · 1 TB
"New ListingDell Latitude 7480 14"" FHD Laptop i5-7300U 16GB 128GB SSD Windows 11 Pro #77",16999,1900,False,,Pre-Owned · Dell · 128 GB
"New ListingLenovo Yoga 6 13.3""2-in-1 Laptop 256GB AMD Ryzen 5 2.1GHz 8GB - Abyss Blue",29999,3225,False,,Pre-Owned · Lenovo · 256 GB
Dell 7480 Latitude Laptop 16GB RAM 512GB SSD Intel Core i7 3.90GHz Windows Pro,57700,0,True,0,Excellent - Refurbished · Dell · 512 GB
"Lenovo ThinkBook 15 Gen 4 AMD Laptop, 15.6"" FHD IPS Touch  Narrow Bezel",76388,0,True,0,Brand New · Lenovo · 512 GB
Dell Latitude E6430 -E6420 14” 2.8GHz intel Core i5 8GB RAM 500GB HDD w/charger,14900,0,True,0,Pre-Owned · Dell · 500 GB
Dell Latitude 3189 Windows 11 Laptop 2-in-1 tablet - 64GB SSD - 4GB 11.6 Touch,8664,0,False,,Pre-Owned · Dell · 64 GB
"Dell Latitude 3330 Laptop Computer 13.3"" Intel Core i3 4GB Ram 320GB Windows 10",11499,0,True,0,Good - Refurbished · Dell · 320 GB
"Lenovo Legion 5 Pro 16"" 165Hz QHD i7-12700H 16GB DDR5 RAM 1TB SSD RTX 3060",156999,0,True,0,Brand New · Lenovo · 1 TB
"Dell Latitude 3330 13.3"" Laptop Intel i5 CPU / 64GB SSD / 8GB Ram / Windows 10",10900,0,True,,Pre-Owned · Dell · 4 GB
"FAST DELL LATITUDE LAPTOP CORE i5 16GB 1TB SSD WIN10 WEBCAM GAMING 15"" SCREEN",26999,2999,False,82,Pre-Owned · Dell · 1 TB
Lenovo Ideapad Duet 3i PentN4020 4GB/64GB W11HS64 10.3 82AT00F0US,14999,0,True,0,Brand New · Lenovo · 64 GB
New ListingDell Precision 5540 Intel Xeon E-2276M 2.80GHz 16 GB RAM 250 GB SSD M.2,3495,0,True,,Pre-Owned · Dell · 16 GB
"New ListingDell Latitude 7490 Laptop 14"" Intel i5-8350U 1.7GHz 16GB DDR4 256GB SSD No BATT",13799,0,False,0,Pre-Owned · Dell
"Lenovo 11.6"" ThinkPad Yoga 11e Multi-Touch 2-in-1 Chromebook (4GB RAM,16GB eMMC)",6888,0,True,0,Very Good - Refurbished · Lenovo
New ListingAcer Aspire 5 A515-45-R74Z 15.6'' Laptop - Ryzen 5 5500U - 8GB RAM - 256GB SSD,125,0,True,,Brand New · Acer · 256 GB
New ListingASUS TUF Gaming F17 17.3'' (512GB SSD Intel Core i5-11260H 2.6GHz 8GB RAM)...,60000,1320,False,,Open Box · ASUS · 512 GB
"Dell Latitude 7275 2-in-1 8GB RAM 256GB M.2 NVMe SSD 12.5"" Touchscreen Windows10",29995,0,True,0,Pre-Owned · Dell · 256 GB
New ListingACER CHROMEBOOK CB715-1WT-39HZ | CORE I3-8130U | 128GB FLASH | 4GB RAM | CHROME,2999,0,True,,Pre-Owned · Acer · 128 GB
New ListingLenovo ThinkPad X200 Tablet Intel Core 2 Duo Boots to Bios-Parts,4500,0,False,,Pre-Owned · Lenovo
HP Chromebook 14 G4 Intel Celeron 4GB 16GB SSD WiFi HDMI Webcam Silver,3995,0,False,0,Pre-Owned · HP · 16 GB
New ListingDell XPS 13 9380 (13.3-inch),99,2100,False,,Pre-Owned · Dell · 1 TB
New ListingDell Chromebook 11 3180 Celeron 1.6GHz 4GB Webcam Laptop Notebook PC,3000,0,True,,Pre-Owned · Dell · 4 GB
"Dell Chromebook 11 3120 11.6"" Intel Celeron 4GB 16GB SSD NO CHARGER",3600,0,True,,Pre-Owned · Dell · 16 GB
"New ListingLenovo ideapad 510S-14ISK Intel® Core™ i7 (6th Gen) Processor 16GbRAM, 512gb SSD",16500,1420,False,,Pre-Owned · Lenovo · 256 GB
Lenovo Thinkpad T480 | Core i5-8350u | 16GB RAM | 256GB SSD Win11P No Ac Adapter,26900,0,False,53,Pre-Owned · Lenovo · 256 GB
"New ListingHP Notebook 17-by4062cl 17.3"" i5-1135G7 2.40GHz 8GB DDR4 256GB SSD Win10",7499,0,True,,Pre-Owned · HP · 256 GB
"ASUS - Zenbook 14"" 2.8K OLED Laptop - Intel Evo Platform - 12th Gen Core i5 P...",74999,0,False,803,Brand New · ASUS
"HP EliteBook 640 14"" Laptop Intel Core i5 2.0GHz 4GB 250GB HDD Windows 10",11900,0,True,323,Pre-Owned · HP · 250 GB
"New ListingLenovo ThinkPad Yoga260 12.5 256GB SSD, Intel Core i3 6th Gen. 2.30 GHz Untested",2999,2245,True,,Parts Only · Lenovo · 256 GB
"New ListingLenovo ThinkPad T440 i5-4300u 1.9GHz 8GB 256GB SSD,",5495,4542,False,,Pre-Owned · Lenovo · 256 GB
"New ListingHP - 15.6"" Touch-Screen Laptop - Intel Core i3 - 8GB RAM - 256GB SSD",99,0,True,,Brand New · HP · 256 GB
"New ListingDell Latitude 7420 (14"", i7-1185G7 3.0GHz, 16GB RAM, 512GB SSD) P135G Laptop",59500,0,True,,Pre-Owned · Dell · 16 GB
"Gateway 15.6"" FHD Laptop AMD Ryzen 7 3700U 8GB RAM 512GB RAM FingerPrint Scanner",32995,0,True,,Brand New
"Acer Chromebook C731T 11.6"" Touchscreen Celeron 1.6GHz 4GB RAM 16GB FAST FAST",2900,0,True,772,Pre-Owned · Acer · 16 GB
"New ListingAcer Aspire 5 - 17.3"" Laptop Intel Core i7-1165G7 2.8GHz 16GB RAM 512GB SSD W10H",41900,0,False,,Pre-Owned · Acer · 16 GB
"Microsoft Surface Laptop 3 13.5"" TOUCHSCREEN Core i5 8GB RAM 256GB SSD W10",47900,0,True,0,Certified - Refurbished · Microsoft · 256 GB
"New ListingDell Precision 5530 15.6"" FHD Intel i7-8850H 32GB RAM 256GB SSD Quadro P2000",45000,1500,False,,Pre-Owned · Dell · 256 GB
HP 6715B Laptop / Windows XP / DVD / CDRW / 160GB / 2GB / VINTAGE / TESTED,9100,0,True,,Pre-Owned · HP · 160 GB
"Lenovo ThinkBook 14 Gen 4 Intel Laptop, 14.0"" FHD IPS Touch  Narrow Bezel",84217,0,True,0,Brand New · Lenovo · 512 GB
